course,run,id,author_id,parent_id,step,week_number,step_number,text,timestamp,likes,first_reported_at,first_reported_reason,moderation_state,moderated
introduction-to-web-development,1,36118009,0156d871-bff8-4568-8af6-5a0e6f008f86,,1.1,1,1,"Hello everyone  I'm no longer a teacher, but I have offered to make a small website for a local group. My new year challenge!",2020-01-06 09:31:58 UTC,1,,,,
introduction-to-web-development,1,36118027,c8bbdbad-6f2c-42e4-a72c-f7f8bd39e7bf,,1.1,1,1,"I have always enjoyed this sort of thing and my local Girlguiding is about to get a new website, so I want to know more.",2020-01-06 09:33:37 UTC,1,,,,
introduction-to-web-development,1,36118072,c8bbdbad-6f2c-42e4-a72c-f7f8bd39e7bf,,1.2,1,2,"I want to know more about websites as I volunteer with two charities and want to start supporting them in this area.  Used Sharepoint a lot which I know isn't the same, but loved doing that.",2020-01-06 09:36:23 UTC,2,,,,
introduction-to-web-development,1,36118078,0156d871-bff8-4568-8af6-5a0e6f008f86,,1.2,1,2,My motivation is to fulfil my commitment to fellow group members to make us a small website.,2020-01-06 09:37:11 UTC,2,,,,
introduction-to-web-development,1,36118162,c8bbdbad-6f2c-42e4-a72c-f7f8bd39e7bf,,1.3,1,3,"the original ethos is still there, but a less positive element has been included. For example I can't imagine child porn was intended as being something which should be shared. Yes it's mostly big companies but they have the resources so isn't that to be expected? And as long as it is used 'in the right way' (whatever that is!) I don't see that as an issue.
",2020-01-06 09:43:25 UTC,6,,,,
introduction-to-web-development,1,36118378,c8bbdbad-6f2c-42e4-a72c-f7f8bd39e7bf,36117462.0,1.4,1,4,It corrected for me - did you make your own copy?,2020-01-06 09:58:54 UTC,0,,,,
introduction-to-web-development,1,36118385,c8bbdbad-6f2c-42e4-a72c-f7f8bd39e7bf,,1.4,1,4,wow head exploding already!,2020-01-06 09:59:11 UTC,0,,,,
introduction-to-web-development,1,36118406,df0fa489-9c7e-4515-9684-ef2977962d6c,,1.2,1,2,This is an opportunity to learn web development. ,2020-01-06 10:00:31 UTC,2,,,,
introduction-to-web-development,1,36118436,1a804f36-4891-44cd-85c5-e9482c00ad21,,2.5,2,5,https://trinket.io/html/a9301be6b2,2020-01-06 10:02:09 UTC,0,,,,
introduction-to-web-development,1,36118701,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,,1.2,1,2,"Hi, I am the Lead Educator for this course, I hope you all enjoy the steps and please ask any questions using the comments. There is a great team waiting to support you all!",2020-01-06 10:21:15 UTC,21,,,,
introduction-to-web-development,1,36118717,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36114642.0,1.2,1,2,Great! I hope you enjoy it!,2020-01-06 10:22:29 UTC,0,,,,
introduction-to-web-development,1,36118723,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36113785.0,1.2,1,2,Good idea!,2020-01-06 10:22:48 UTC,0,,,,
introduction-to-web-development,1,36118739,1a804f36-4891-44cd-85c5-e9482c00ad21,,2.6,2,6,https://trinket.io/html/2ae957cfc9,2020-01-06 10:23:37 UTC,2,,,,
introduction-to-web-development,1,36118801,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36118385.0,1.4,1,4,Is there anything specifically you would like help with?,2020-01-06 10:27:26 UTC,0,,,,
introduction-to-web-development,1,36118841,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36117462.0,1.4,1,4,@REDACTED Hi can you try this again and let me know if you are still having problems?,2020-01-06 10:29:57 UTC,0,,,,
introduction-to-web-development,1,36118888,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36116344.0,1.5,1,5,"Hi, this is great to see!",2020-01-06 10:32:20 UTC,1,,,,
introduction-to-web-development,1,36118990,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36118739.0,2.6,2,6,"Another great Trinket from you!
",2020-01-06 10:39:01 UTC,1,,,,
introduction-to-web-development,1,36118994,7c19de9e-13f4-4857-afc1-e4bca7cebb66,,1.1,1,1,"Hi, I am Tania and I am interested in Web Development",2020-01-06 10:39:20 UTC,0,,,,
introduction-to-web-development,1,36119561,a419acd3-779a-4fe2-ae91-024fd862e61e,,1.2,1,2,"Nice to be here, I am highly inspired to learn and immediately deploy my new skill sets to solving a social problem in my immediate community in Nigeria",2020-01-06 11:16:20 UTC,2,,,,
introduction-to-web-development,1,36119656,94ef73f9-71be-42ec-bd3a-fb8ae97a0502,,1.1,1,1,"Hi, I'm Ali from Sudan. I'm interested in creating websites  ",2020-01-06 11:22:52 UTC,0,,,,
introduction-to-web-development,1,36119658,5407bcd7-3bdb-4bb2-8e22-a4b27dfef7b1,,1.2,1,2,"Hoping to Understand more about how websites work,",2020-01-06 11:23:13 UTC,1,,,,
introduction-to-web-development,1,36119772,94ef73f9-71be-42ec-bd3a-fb8ae97a0502,,1.2,1,2,"Hello, I'm Ali from Sudan. I would like to express my gratitude for this service. It is very kind of you. We together can make the world a better place. 
 Thank you so much",2020-01-06 11:30:14 UTC,1,,,,
introduction-to-web-development,1,36119959,34aa0118-52e1-4a11-ae8d-7bb743cef70b,,1.2,1,2,"Hi, I'm Nathalie from London. Teaching IT as a volunteer in a women's centre and researching on how to improve my knowledge and teaching skills in computer science. Thanks ever so much for providing this service, seems like a fantastic charity! ",2020-01-06 11:40:18 UTC,2,,,,
introduction-to-web-development,1,36120183,7c19de9e-13f4-4857-afc1-e4bca7cebb66,,1.5,1,5,https://trinket.io/html/1a9a4fe482?runMode=autorun,2020-01-06 11:57:42 UTC,2,,,,
introduction-to-web-development,1,36120301,1a804f36-4891-44cd-85c5-e9482c00ad21,36116344.0,1.5,1,5,Thanks. I am learning. :),2020-01-06 12:06:30 UTC,1,,,,
introduction-to-web-development,1,36120440,1a804f36-4891-44cd-85c5-e9482c00ad21,36118739.0,2.6,2,6,I am on the way to make my own website.  This course help me a lot. Thanks. ,2020-01-06 12:16:01 UTC,0,,,,
introduction-to-web-development,1,36121465,c5186e2a-7694-45db-9bb9-2fd541d56448,,1.1,1,1,"Hello, I by name Amos from Nigeria. Nice to meet you all, in Web Design course, wish us all a good knowledge and understanding. And happy new year.",2020-01-06 13:24:16 UTC,0,,,,
introduction-to-web-development,1,36121525,c5186e2a-7694-45db-9bb9-2fd541d56448,,1.2,1,2,"Wants to be proudly Web designer, and hoping to have the best in all. ",2020-01-06 13:28:21 UTC,1,,,,
introduction-to-web-development,1,36121738,8099a900-9531-4fdf-9f0d-eb4efd33a529,,1.1,1,1,"Hey, I’m El and am studying IT where making websites is useful to me in my course",2020-01-06 13:39:37 UTC,0,,,,
introduction-to-web-development,1,36121752,8fe80edd-8393-49d1-a5fd-289f4fbb8d3e,,1.2,1,2,"Hi all - Ashe from London , hoping to improve my technical skills !",2020-01-06 13:40:07 UTC,1,,,,
introduction-to-web-development,1,36121777,8099a900-9531-4fdf-9f0d-eb4efd33a529,,1.2,1,2,Hey there - I’m El and took this course to help my IT course !,2020-01-06 13:41:59 UTC,1,,,,
introduction-to-web-development,1,36121844,f90556a1-ec23-487e-b28b-5095ab217b11,,1.2,1,2,would like to know more about running a website as I currently run one for our local Flower Show,2020-01-06 13:45:28 UTC,1,,,,
introduction-to-web-development,1,36121904,f90556a1-ec23-487e-b28b-5095ab217b11,,1.3,1,3,"No
Yes - too much control is in the hands of too few companies",2020-01-06 13:47:52 UTC,1,,,,
introduction-to-web-development,1,36121949,8fe80edd-8393-49d1-a5fd-289f4fbb8d3e,,1.4,1,4,"Hi there - the trinket isn't displaying the page on the right - any one else with this issue ?
",2020-01-06 13:50:33 UTC,1,,,,
introduction-to-web-development,1,36122082,c5186e2a-7694-45db-9bb9-2fd541d56448,,1.3,1,3,"•Yes!!. Because there are still scammers all round the world, cheating people with this act.
•probably yes, because they use most of the Web to access their products and aims, rather they can't operate through the Internet without the web.",2020-01-06 13:58:18 UTC,1,,,,
introduction-to-web-development,1,36122236,21ce4126-779e-4896-a518-cec92edf40a9,,1.2,1,2,Hi There- hope you all doing well on a new year. I'm from South Africa and i would like to know how to run a website as i had a website through other platform and i failed to make it work. So i want to do my own. Thank you ,2020-01-06 14:07:19 UTC,1,,,,
introduction-to-web-development,1,36122999,a28fb95f-d05b-4152-94b7-3d0d532a4430,,1.5,1,5,doesn't appear to be a 'share' button on my trinket,2020-01-06 14:46:22 UTC,0,,,,
introduction-to-web-development,1,36123049,a28fb95f-d05b-4152-94b7-3d0d532a4430,,1.5,1,5,"Ah! found it on the menu button! https://trinket.io/python/3d8d7ce66b
",2020-01-06 14:48:48 UTC,3,,,,
introduction-to-web-development,1,36124933,d4a0fcde-c5e9-44a7-9ae4-180b2670e5ff,,1.2,1,2,"Hello everyone.I decided to join this course because i think that web-design will come in handy in future.Also,i have never study anything in this field,so i want to learn something new for me.",2020-01-06 16:20:56 UTC,1,,,,
introduction-to-web-development,1,36126106,6755e902-8a1f-4240-9763-52eae47a74a9,,1.2,1,2,Welcome to the course everybody :) great to have you here. My name is Mac and I will be facilitating alongside Matt and Ben. I am really looking forward to seeing your websites take shape. Leave us a comment if you need anything at all.,2020-01-06 17:24:31 UTC,13,,,,
introduction-to-web-development,1,36126124,6755e902-8a1f-4240-9763-52eae47a74a9,36116053.0,1.2,1,2,"Hey Mpho, we are excited to have you here :)",2020-01-06 17:25:36 UTC,0,,,,
introduction-to-web-development,1,36126134,6755e902-8a1f-4240-9763-52eae47a74a9,36118072.0,1.2,1,2,"Nice, that is a great reason for taking the course. Excited to hear more about this.",2020-01-06 17:26:15 UTC,0,,,,
introduction-to-web-development,1,36126146,6755e902-8a1f-4240-9763-52eae47a74a9,36119772.0,1.2,1,2,"Welcome Ali :) you are most welcome. Thank you for being here and taking the course, you are the star .",2020-01-06 17:26:52 UTC,0,,,,
introduction-to-web-development,1,36126208,6755e902-8a1f-4240-9763-52eae47a74a9,36122082.0,1.3,1,3,"Interesting take, how are the scammers using the open ethos to cheat people?",2020-01-06 17:30:00 UTC,0,,,,
introduction-to-web-development,1,36126245,6755e902-8a1f-4240-9763-52eae47a74a9,36121949.0,1.4,1,4,"You are getting nothing on the right? It may be a intermittent issue, try it again for us and let us know if you are still having this problem.",2020-01-06 17:32:17 UTC,0,,,,
introduction-to-web-development,1,36126378,5be54251-8e9d-480b-a4e4-d18d96a5c70e,,1.2,1,2,"Hi everyone! My name is Josevaldo and I am here to learn how to become a professional Web Designer. I am a brazilian guy living in Italy currently.  I hope I can really achieve my goals with this course! 

Cheers!",2020-01-06 17:41:14 UTC,1,,,,
introduction-to-web-development,1,36126868,5e6e80a9-cbb9-42f8-9d49-a48a3502eb37,,1.1,1,1,"Israel Jackson from Nigeria. I'm keen to learn from the course and apply skills to building personal website for my business.
Looking forward to the best learning opportunity on this platform.
",2020-01-06 18:14:14 UTC,1,,,,
introduction-to-web-development,1,36127183,b78ccf19-eb29-4ee6-aee1-15ec62ee4dfb,,1.2,1,2,"Hi everyone,i decide to take this course because i want to develop my skills in web developpement.I hope to achieve this goal.",2020-01-06 18:35:09 UTC,0,,,,
introduction-to-web-development,1,36127422,67509ade-bb08-4950-a23f-5ac923925531,,1.2,1,2,"Hi everybody, I am here to learn as much as possible for 2 key reasons;
1. Support my daughter who started computer science GCSE in September.
2. To create a website for my first side hustle!",2020-01-06 18:51:40 UTC,0,,,,
introduction-to-web-development,1,36127965,5e6e80a9-cbb9-42f8-9d49-a48a3502eb37,,1.2,1,2,I'm Israel Jackson from Nigeria. Interested in developing new skills for application in my future business direction.,2020-01-06 19:31:47 UTC,0,,,,
introduction-to-web-development,1,36128009,c5186e2a-7694-45db-9bb9-2fd541d56448,36122082.0,1.3,1,3,"The real ethos are there, but you know anything good, there must be someone against. So instead of them taking the advantage of sharing good information rather they take in the dark Web to scam so many people. ",2020-01-06 19:34:41 UTC,1,,,,
introduction-to-web-development,1,36128817,b4c33492-b103-41cf-8746-630ef05ce867,,1.2,1,2,"Hello, 
I Like learning from the Raspberry Pi Foundation and always wanted to learn how to build a webpage from scratch. Happy greetings to Everyone.",2020-01-06 20:30:18 UTC,1,,,,
introduction-to-web-development,1,36128857,7e371e7f-a8c9-43c8-9040-ebc0be73907b,,1.1,1,1,"Hi, let's all make a website.
",2020-01-06 20:33:15 UTC,0,,,,
introduction-to-web-development,1,36128943,7e371e7f-a8c9-43c8-9040-ebc0be73907b,,1.2,1,2,Hi - I stumbled across this page when looking at music production courses online. I noticed it was free and am interested in ICT so thought I'd give it a go. I haven't studied since my GCSE's so am interested in finding out if I actually can... I'm not going to watch Love Island...,2020-01-06 20:39:32 UTC,1,,,,
introduction-to-web-development,1,36129151,7e371e7f-a8c9-43c8-9040-ebc0be73907b,,1.3,1,3,"I think that the original ethos should still apply today, but due to the big internet companies getting there first, they now control the lions share of the web, so then, when searching for free information, that's all we get are links to other established websites, where their only aim is to make themselves money...",2020-01-06 20:53:30 UTC,3,,,,
introduction-to-web-development,1,36129643,7e371e7f-a8c9-43c8-9040-ebc0be73907b,,1.4,1,4,https://trinket.io/html/5c7d2098bf?runMode=autorun,2020-01-06 21:33:20 UTC,0,,,,
introduction-to-web-development,1,36129699,94ef73f9-71be-42ec-bd3a-fb8ae97a0502,,1.3,1,3,"No, I think now the original ethos of web has changed. Some companies and government  can control the access to some web. So it’s difficult to say that the original ethos applies today.",2020-01-06 21:37:05 UTC,2,,,,
introduction-to-web-development,1,36130508,94ef73f9-71be-42ec-bd3a-fb8ae97a0502,,1.3,1,3,"Yes, big internet companies control the web..for instance, last year in Sudan we had revolution and it was difficult to access to the internet and to several websites.",2020-01-06 22:55:16 UTC,1,,,,
introduction-to-web-development,1,36130671,55a16e5d-002b-443d-b85f-3ffa10694f77,,1.1,1,1,"Howdy all ! Craig from Gold Coast, OZ. Planning to look into the Nitty Gritty of Wed Development, see if an interest will be sparked !",2020-01-06 23:18:19 UTC,2,,,,
introduction-to-web-development,1,36131196,b4c33492-b103-41cf-8746-630ef05ce867,,1.5,1,5,https://trinket.io/html/cff122b038?runMode=autorun,2020-01-07 00:44:56 UTC,3,,,,
introduction-to-web-development,1,36131229,adc53719-f779-4b83-8881-faeddc5708cf,,1.1,1,1,"i want to be web developer.
",2020-01-07 00:52:18 UTC,1,,,,
introduction-to-web-development,1,36131326,adc53719-f779-4b83-8881-faeddc5708cf,,1.2,1,2,"Hello..
I have interest in this study. i would love to have my own site to manage my like'",2020-01-07 01:09:05 UTC,0,,,,
introduction-to-web-development,1,36132006,d4ae049b-975c-4d3f-a77b-ceb0e8166329,,1.2,1,2,"Two strong reasons made me start this course: My love of technology and my sense of responsibility to keep my knowledge up to date. Living in a century where many things are done by artificial intelligence, how can dare remain insensitive to cognitive and technological developments around the world! I am a teacher of English as a Foreign Language and I need to be a role model to my students to exemplify life long learning in the best way. I just have one concern, and that is not being able to understand the explanations and technological language here on this platform and fall behind. I hope this will not happen to me. Thank you all at Raspberry Pi team :)",2020-01-07 02:49:18 UTC,2,,,,
introduction-to-web-development,1,36132106,d4ae049b-975c-4d3f-a77b-ceb0e8166329,,1.3,1,3,"I am optimistic in this regard, and yes, I believe that the original ethos of the web still applies today. In line with the rising number of web participants or internet users, it can be expected that some people use it with bad intentions. However, it depends on us people how to use the web. A few months ago I completed an online course on teaching English to dyslexic students. Without this opportunity, ı wouldn't be able to have access to this course and get knowledgeable in this field. Every single thing comes with its pros and cons, and we people determine how to make use of it. ",2020-01-07 03:06:27 UTC,2,,,,
introduction-to-web-development,1,36132242,d4ae049b-975c-4d3f-a77b-ceb0e8166329,,1.4,1,4,"https://trinket.io/html/5c7d2098bf?runMode=autorun
Wherever I saw Raspberry Pi 4, I corrected it to Raspberry Pi24 but for the title which is now Raspberry Pi24 June 2019. Is this what I was supposed to do?",2020-01-07 03:29:53 UTC,0,,,,
introduction-to-web-development,1,36132502,abb3eeb3-3781-4206-a9ac-79a4e7e55412,,1.1,1,1,"I am so excited with the freedom that this learning can lead us.
",2020-01-07 04:12:36 UTC,2,,,,
introduction-to-web-development,1,36132628,abb3eeb3-3781-4206-a9ac-79a4e7e55412,,1.2,1,2,"Hi. everyone! I am from Rio de Janeiro, Brasil, and I am a post graduating sutudent at Master of Marketing and Didital Comunication. Looking forrward to exanging ideas and enjoy the most of it.",2020-01-07 04:35:43 UTC,1,,,,
introduction-to-web-development,1,36133148,94ef73f9-71be-42ec-bd3a-fb8ae97a0502,,1.4,1,4,"https://trinket.io/library/trinkets
I have changed Pi 4 to Pi 24 June 2019 and saved my trinket, also I have mentioned that when I change something on the left side, the right side changes automatically. :)",2020-01-07 06:04:44 UTC,0,,,,
introduction-to-web-development,1,36133321,a77d1b73-6955-4d98-a2a7-d0d1779118e0,,1.2,1,2,Hey Lesedi from SA and took this course to help my IT skills,2020-01-07 06:28:10 UTC,1,,,,
introduction-to-web-development,1,36133493,3674d80c-4533-4af3-bd93-7c3f804b8937,,2.11,2,11,"Here's my current attempt at a web site:
https://trinket.io/html/c440366d2f",2020-01-07 06:53:41 UTC,1,,,,
introduction-to-web-development,1,36133560,3674d80c-4533-4af3-bd93-7c3f804b8937,36133148.0,1.4,1,4,"Hi Ali - Afraid that link is just taking me to the Trinket Login page. You'll need to get a link to your Trinket using:

Share -> Link

from the page showing your code.

Cheers,
Tim.",2020-01-07 07:02:59 UTC,2,,,,
introduction-to-web-development,1,36133577,897236d4-0be5-4724-8b6d-a93f45e758c1,,1.1,1,1,I want to be a web developer ,2020-01-07 07:06:34 UTC,0,,,,
introduction-to-web-development,1,36133601,897236d4-0be5-4724-8b6d-a93f45e758c1,,1.2,1,2,Hi! I am Mesagan Opeyemi Best. I took this course in order to develop my own website.,2020-01-07 07:10:35 UTC,2,,,,
introduction-to-web-development,1,36133741,a419acd3-779a-4fe2-ae91-024fd862e61e,,1.3,1,3,"Does the original ethos of the web still apply today?
Answer:
Yes. Anyone, anywhere in the world can make use of the internet to better his or her life. Educational opportunities are now accessible, job openings, joint ventures, Grant access, intership and even immigration opportunities are all possible today.

On the negative side, hackers, scamers are using the internet to broaden their nefarous skills. Terrorists and extremists are using the dark web to Forster their collaborations across borders etc.

The more education accessible to the world populace the better world will become.

Do big internet companies control too much of the web?
Not really, the web is too huge to be controlled by any one company or few companies. However, the web can be dominated by a few companies who consistently make use of web analytics to cash in on trendy contents and  insightful engagements.",2020-01-07 07:26:44 UTC,3,,,,
introduction-to-web-development,1,36133795,a419acd3-779a-4fe2-ae91-024fd862e61e,36122082.0,1.3,1,3,"@REDACTED Yes, the scamers are beginning to see their activities as a valid preoccupation, and the skills of cheating others are being taught to newer generations. In Nigeria, we read on newspapers several stories of how the law enforcement team and undercover detectives enrol in some of these illegal training centres that are producing new breeds of scamers with a view to arrest the faculties supporting these dark use of the internet.",2020-01-07 07:31:54 UTC,2,,,,
introduction-to-web-development,1,36134122,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36133577.0,1.1,1,1,This is an excellent starting point for you.,2020-01-07 08:08:33 UTC,0,,,,
introduction-to-web-development,1,36134145,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36128943.0,1.2,1,2,This is a great starting point for you.,2020-01-07 08:10:38 UTC,0,,,,
introduction-to-web-development,1,36134148,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36127183.0,1.2,1,2,I am sure you will!,2020-01-07 08:11:05 UTC,0,,,,
introduction-to-web-development,1,36134152,6755e902-8a1f-4240-9763-52eae47a74a9,36132006.0,1.2,1,2,"Welcome to the course Ulku :) Thank you for sharing your reasons to join the course, they are very inspiring. I hope the language we have chosen will be welcoming to you, if you find any of it to be over technical please let us know - we want to keep it as approachable as possible.",2020-01-07 08:11:26 UTC,1,,,,
introduction-to-web-development,1,36134163,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36133741.0,1.3,1,3,"Excellent, a very considered answer.",2020-01-07 08:12:49 UTC,0,,,,
introduction-to-web-development,1,36134171,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36130508.0,1.3,1,3,Very interesting to know!,2020-01-07 08:13:17 UTC,0,,,,
introduction-to-web-development,1,36134174,6755e902-8a1f-4240-9763-52eae47a74a9,36122082.0,1.3,1,3,"@REDACTED @REDACTED Thank you, I think you make a good point. Something I hadn't considered, I tend to get lost in the open source, sharing tools side but the openness can also be used in nefarious ways. ",2020-01-07 08:13:44 UTC,1,,,,
introduction-to-web-development,1,36134246,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36132242.0,1.4,1,4,Hi the task was to change the launch date but as long as you understand how to change the content of HTML and see it changing on the preview it is all good.,2020-01-07 08:22:30 UTC,2,,,,
introduction-to-web-development,1,36134256,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36120183.0,1.5,1,5,Great work!,2020-01-07 08:23:30 UTC,1,,,,
introduction-to-web-development,1,36134272,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36113869.0,1.11,1,11,Glad you are enjoying it!,2020-01-07 08:25:06 UTC,0,,,,
introduction-to-web-development,1,36134286,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36133493.0,2.11,2,11,Looks great Tim! Everything seems to be working!,2020-01-07 08:27:18 UTC,0,,,,
introduction-to-web-development,1,36134293,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,36118739.0,2.6,2,6,@REDACTED No problem at all!,2020-01-07 08:28:13 UTC,1,,,,
introduction-to-web-development,1,36134391,4df8b1ec-c873-42e6-b45d-a8dfde2e5ce0,,1.2,1,2,"Hi, I want to try myself in web engineering, maybe it will be first steps in acquiring new job. Who knows? To complete the course I will include the learning courses into necessary things I need to do. I also will remind myself every time what benefits I'll get  if my aim would be completed.",2020-01-07 08:38:44 UTC,1,,,,
