course,run,learner_id,step,week_number,step_number,first_visited_at,last_completed_at
introduction-to-web-development,1,69cca3c7-6765-4518-8a56-8c3c4770e382,1.1,1,1,2020-01-06 02:57:22 UTC,2020-01-06 03:00:45 UTC
introduction-to-web-development,1,f6a1ca08-b15a-4d34-9f84-f0f2cdb38943,1.1,1,1,2020-01-06 03:02:19 UTC,2020-01-06 03:06:35 UTC
introduction-to-web-development,1,1a804f36-4891-44cd-85c5-e9482c00ad21,1.1,1,1,2020-01-06 03:06:55 UTC,2020-01-06 03:07:22 UTC
introduction-to-web-development,1,3674d80c-4533-4af3-bd93-7c3f804b8937,1.1,1,1,2020-01-06 03:51:58 UTC,2020-01-06 03:55:01 UTC
introduction-to-web-development,1,9011483f-fb4e-4d2a-95dd-afdac68806dc,1.1,1,1,2020-01-06 03:59:58 UTC,2020-01-06 04:02:56 UTC
introduction-to-web-development,1,f3d42ecc-e125-4a38-a0bf-508e566ec0cf,1.1,1,1,2020-01-06 04:23:57 UTC,
introduction-to-web-development,1,7a4a3168-6fb8-4619-9ecf-5414ce12216c,1.1,1,1,2020-01-06 04:29:13 UTC,
introduction-to-web-development,1,80009f5d-c3cf-449e-9e88-17b7342495d5,1.1,1,1,2020-01-06 04:45:37 UTC,
introduction-to-web-development,1,55a16e5d-002b-443d-b85f-3ffa10694f77,1.1,1,1,2020-01-06 04:46:47 UTC,2020-01-07 00:22:47 UTC
introduction-to-web-development,1,7ef24873-c5c1-40e1-8d54-7249820f052d,1.1,1,1,2020-01-06 05:04:44 UTC,2020-01-12 17:16:52 UTC
introduction-to-web-development,1,439e0689-5c27-47dd-a019-0722ee961062,1.1,1,1,2020-01-06 05:12:32 UTC,2020-01-06 05:16:15 UTC
introduction-to-web-development,1,c098a22e-532a-4b27-b46a-4d737dfa44bc,1.1,1,1,2020-01-06 05:24:06 UTC,2020-01-06 05:38:39 UTC
introduction-to-web-development,1,125ed02a-a25a-41f1-8a53-dbc304096541,1.1,1,1,2020-01-06 05:29:09 UTC,2020-01-13 08:17:51 UTC
introduction-to-web-development,1,02869170-f3a3-4dca-8538-21f752fec51c,1.1,1,1,2020-01-06 06:15:17 UTC,2020-01-06 06:18:38 UTC
introduction-to-web-development,1,0b375524-f8c6-4937-a55b-930d353542a9,1.1,1,1,2020-01-06 06:17:12 UTC,
introduction-to-web-development,1,97b157a7-2f97-46bc-a7f1-c8941058c1a4,1.1,1,1,2020-01-06 06:28:52 UTC,2020-01-06 06:29:56 UTC
introduction-to-web-development,1,dc5a129a-ba9f-4568-aa9f-ba51c6f6cecb,1.1,1,1,2020-01-06 06:40:22 UTC,2020-01-06 06:44:33 UTC
introduction-to-web-development,1,686e15aa-d8d4-4a40-a266-3e3524355001,1.1,1,1,2020-01-06 06:43:35 UTC,
introduction-to-web-development,1,4f4730c9-47ce-466a-964c-06df32e9cefb,1.1,1,1,2020-01-06 07:01:08 UTC,
introduction-to-web-development,1,168790a3-8f1b-4f0d-a918-500a600309ff,1.1,1,1,2020-01-06 07:01:42 UTC,2020-01-06 11:29:37 UTC
introduction-to-web-development,1,76ffb623-b800-4d9b-a096-0d46e60d6bb5,1.1,1,1,2020-01-06 07:04:32 UTC,2020-01-06 07:04:52 UTC
introduction-to-web-development,1,166e6eed-5093-464f-8ffa-f4ea19e74f22,1.1,1,1,2020-01-06 07:09:27 UTC,2020-01-06 07:12:24 UTC
introduction-to-web-development,1,f91f4018-af5f-4c2e-aa2c-ad09dec692a9,1.1,1,1,2020-01-06 07:10:03 UTC,2020-01-31 07:21:18 UTC
introduction-to-web-development,1,ae30c63f-fd1c-48a9-b1a6-9421479603dc,1.1,1,1,2020-01-06 07:15:20 UTC,2020-01-06 07:17:49 UTC
introduction-to-web-development,1,56ff58d6-ca00-4422-9e45-19db01effc07,1.1,1,1,2020-01-06 07:19:35 UTC,2020-01-06 07:29:18 UTC
introduction-to-web-development,1,78c065a9-6c08-47a5-a278-df62bf19c59f,1.1,1,1,2020-01-06 07:23:05 UTC,2020-01-09 20:14:11 UTC
introduction-to-web-development,1,c1512054-fd09-43a7-92b0-b86e490f66aa,1.1,1,1,2020-01-06 07:30:34 UTC,2020-01-06 07:32:23 UTC
introduction-to-web-development,1,ddb1aeae-2e41-496a-b7f1-a9eb74a38e10,1.1,1,1,2020-01-06 07:35:46 UTC,
introduction-to-web-development,1,65c5d87c-567a-4ef6-82a9-9670ae622c03,1.1,1,1,2020-01-06 07:38:43 UTC,2020-01-06 07:50:01 UTC
introduction-to-web-development,1,382bfc9a-1c17-4987-be20-80050f61726d,1.1,1,1,2020-01-06 08:00:42 UTC,2020-01-06 08:08:57 UTC
introduction-to-web-development,1,adb0f11f-0a8f-401f-8513-0b5435c60904,1.1,1,1,2020-01-06 08:20:09 UTC,
introduction-to-web-development,1,b326d5af-ddcc-4301-a8ed-d303828dbc42,1.1,1,1,2020-01-06 08:21:45 UTC,2020-01-06 08:44:14 UTC
introduction-to-web-development,1,ac5854c7-a1f8-436f-96c0-28dca6c3a9ef,1.1,1,1,2020-01-06 08:24:33 UTC,2020-01-06 08:26:45 UTC
introduction-to-web-development,1,b6cf0083-9391-4f8a-8d27-ecec1722a968,1.1,1,1,2020-01-06 08:40:50 UTC,
introduction-to-web-development,1,f8da68fc-4fff-4de8-a0ed-276f8802739b,1.1,1,1,2020-01-06 08:44:34 UTC,2020-01-06 08:44:39 UTC
introduction-to-web-development,1,5f7afcfa-05ec-4099-ba7d-05fcd5e68bdb,1.1,1,1,2020-01-06 08:55:32 UTC,2020-01-06 09:05:16 UTC
introduction-to-web-development,1,9293ad4d-60ce-497d-9619-2fe6b8b6f16e,1.1,1,1,2020-01-06 09:10:08 UTC,
introduction-to-web-development,1,0156d871-bff8-4568-8af6-5a0e6f008f86,1.1,1,1,2020-01-06 09:25:21 UTC,2020-01-06 09:32:07 UTC
introduction-to-web-development,1,6aad9963-20cc-49fd-8b0a-8e3e8c80b6b0,1.1,1,1,2020-01-06 09:25:25 UTC,2020-01-06 09:27:32 UTC
introduction-to-web-development,1,c8bbdbad-6f2c-42e4-a72c-f7f8bd39e7bf,1.1,1,1,2020-01-06 09:30:28 UTC,2020-01-06 09:33:40 UTC
introduction-to-web-development,1,85f5cf77-a411-4923-9e8d-12a273ef9a86,1.1,1,1,2020-01-06 09:30:40 UTC,2020-01-06 09:32:16 UTC
introduction-to-web-development,1,91d70666-f6eb-4df0-9150-33ff9f0c0bbf,1.1,1,1,2020-01-06 09:35:42 UTC,2020-01-06 09:38:00 UTC
introduction-to-web-development,1,cd4cbdce-5340-4eb0-bf7c-53271d7354ea,1.1,1,1,2020-01-06 09:37:13 UTC,2020-01-06 09:44:14 UTC
introduction-to-web-development,1,b86e37ab-a601-47bd-bf26-61cd38e82cf7,1.1,1,1,2020-01-06 09:47:37 UTC,2020-01-06 10:04:36 UTC
introduction-to-web-development,1,df0fa489-9c7e-4515-9684-ef2977962d6c,1.1,1,1,2020-01-06 09:57:27 UTC,2020-01-06 09:59:27 UTC
introduction-to-web-development,1,81eae232-e9ce-4775-93b1-eddd7793fd2c,1.1,1,1,2020-01-06 10:04:47 UTC,2020-01-06 10:52:53 UTC
introduction-to-web-development,1,beee61a3-8072-4e59-b277-79fcddb62bb4,1.1,1,1,2020-01-06 10:12:26 UTC,2020-01-06 10:15:36 UTC
introduction-to-web-development,1,94ef73f9-71be-42ec-bd3a-fb8ae97a0502,1.1,1,1,2020-01-06 10:18:35 UTC,
introduction-to-web-development,1,f1ba14eb-edeb-4dff-8972-2ac7cd6a35cf,1.1,1,1,2020-01-06 10:23:19 UTC,
introduction-to-web-development,1,7c19de9e-13f4-4857-afc1-e4bca7cebb66,1.1,1,1,2020-01-06 10:34:35 UTC,2020-01-06 10:39:26 UTC
introduction-to-web-development,1,c2a30c82-d312-4ee5-8716-d2ba0d76ded0,1.1,1,1,2020-01-06 11:01:49 UTC,2020-01-20 05:49:36 UTC
introduction-to-web-development,1,a419acd3-779a-4fe2-ae91-024fd862e61e,1.1,1,1,2020-01-06 11:04:21 UTC,2020-01-06 11:10:27 UTC
introduction-to-web-development,1,5407bcd7-3bdb-4bb2-8e22-a4b27dfef7b1,1.1,1,1,2020-01-06 11:17:30 UTC,2020-01-06 11:17:49 UTC
introduction-to-web-development,1,3d66b93a-c86f-4ac0-9542-4a4a799f43fe,1.1,1,1,2020-01-06 11:19:02 UTC,2020-01-06 16:35:14 UTC
introduction-to-web-development,1,9a90db86-2a40-4657-8523-ac346d395849,1.1,1,1,2020-01-06 11:24:46 UTC,
introduction-to-web-development,1,cea14f4e-0ac9-48c6-8a26-2adcdaae5738,1.1,1,1,2020-01-06 11:25:19 UTC,2020-01-06 12:10:16 UTC
introduction-to-web-development,1,a37259b1-c772-43db-bddb-781c405fb281,1.1,1,1,2020-01-06 11:26:20 UTC,2020-01-06 11:26:25 UTC
introduction-to-web-development,1,34aa0118-52e1-4a11-ae8d-7bb743cef70b,1.1,1,1,2020-01-06 11:30:28 UTC,
introduction-to-web-development,1,af4c335f-3d47-464f-b369-bdef8f058ea4,1.1,1,1,2020-01-06 11:42:47 UTC,
introduction-to-web-development,1,a9a02b88-916d-4bf5-a284-3c4ff437b86a,1.1,1,1,2020-01-06 11:44:12 UTC,
introduction-to-web-development,1,f92129fa-ec04-46a5-b2b0-4b16164def8a,1.1,1,1,2020-01-06 11:45:49 UTC,2020-01-06 11:49:20 UTC
introduction-to-web-development,1,46fe4458-3b16-4990-b287-4685fc7f927d,1.1,1,1,2020-01-06 12:32:20 UTC,
introduction-to-web-development,1,20faadc6-059d-4ec0-8171-35cffde1535f,1.1,1,1,2020-01-06 12:37:41 UTC,
introduction-to-web-development,1,d4f01a6f-dc51-4d02-980e-7dd77a1ed1e8,1.1,1,1,2020-01-06 12:48:15 UTC,2020-01-06 12:51:41 UTC
introduction-to-web-development,1,c5186e2a-7694-45db-9bb9-2fd541d56448,1.1,1,1,2020-01-06 13:18:01 UTC,
introduction-to-web-development,1,e6d469d9-5ea9-4cfc-9e36-599c7aea7e23,1.1,1,1,2020-01-06 13:34:47 UTC,
introduction-to-web-development,1,8099a900-9531-4fdf-9f0d-eb4efd33a529,1.1,1,1,2020-01-06 13:35:11 UTC,2020-01-06 13:39:39 UTC
introduction-to-web-development,1,8fe80edd-8393-49d1-a5fd-289f4fbb8d3e,1.1,1,1,2020-01-06 13:36:44 UTC,
introduction-to-web-development,1,f90556a1-ec23-487e-b28b-5095ab217b11,1.1,1,1,2020-01-06 13:43:05 UTC,2020-01-06 13:44:05 UTC
introduction-to-web-development,1,aad1e968-c574-4630-87d0-a4199aacc249,1.1,1,1,2020-01-06 13:48:23 UTC,
introduction-to-web-development,1,21ce4126-779e-4896-a518-cec92edf40a9,1.1,1,1,2020-01-06 13:48:56 UTC,
introduction-to-web-development,1,a28fb95f-d05b-4152-94b7-3d0d532a4430,1.1,1,1,2020-01-06 13:52:46 UTC,2020-01-06 13:54:35 UTC
introduction-to-web-development,1,10639db5-aebb-4cb0-a876-1ebdb7d6a901,1.1,1,1,2020-01-06 13:53:15 UTC,
introduction-to-web-development,1,db13fd28-0c0f-4adb-8b80-2d990fc6b4b9,1.1,1,1,2020-01-06 13:54:34 UTC,2020-01-06 13:57:46 UTC
introduction-to-web-development,1,96d35288-923d-44a7-841f-0658049f4f2b,1.1,1,1,2020-01-06 14:17:52 UTC,
introduction-to-web-development,1,03a122ee-15cc-49a1-9f7f-50ce35338842,1.1,1,1,2020-01-06 14:47:39 UTC,
introduction-to-web-development,1,b733a978-6153-4ae9-b693-70347e7f1a5f,1.1,1,1,2020-01-06 14:47:55 UTC,2020-01-06 15:00:27 UTC
introduction-to-web-development,1,0ae335b3-a6f1-421e-93a2-d6eefefee4a6,1.1,1,1,2020-01-06 14:51:35 UTC,
introduction-to-web-development,1,4c6ac484-ba40-4d8b-84d8-810a49afcafa,1.1,1,1,2020-01-06 14:51:46 UTC,2020-01-07 08:47:07 UTC
introduction-to-web-development,1,6ef68990-f91d-4487-bc26-644269134427,1.1,1,1,2020-01-06 14:52:10 UTC,2020-01-06 14:52:14 UTC
introduction-to-web-development,1,933f9f5c-5a52-46db-bae1-c7209875ec7d,1.1,1,1,2020-01-06 14:55:05 UTC,2020-01-06 15:34:31 UTC
introduction-to-web-development,1,2ba69136-fd45-43e0-94e2-de0743b4d622,1.1,1,1,2020-01-06 15:07:26 UTC,2020-01-06 15:11:52 UTC
introduction-to-web-development,1,78e5096e-5505-4f0a-bdb5-e667e7e77d4f,1.1,1,1,2020-01-06 15:20:30 UTC,
introduction-to-web-development,1,1c421bd8-decf-4ae5-9919-1f9caac5c800,1.1,1,1,2020-01-06 15:42:07 UTC,2020-01-14 15:18:33 UTC
introduction-to-web-development,1,aaaa81d6-eb14-4bd4-94fa-ac0b7b6b504f,1.1,1,1,2020-01-06 15:49:58 UTC,2020-01-06 15:53:29 UTC
introduction-to-web-development,1,67b0d119-3b24-4447-a5f9-40485c83260c,1.1,1,1,2020-01-06 15:59:13 UTC,
introduction-to-web-development,1,d4a0fcde-c5e9-44a7-9ae4-180b2670e5ff,1.1,1,1,2020-01-06 16:03:37 UTC,2020-01-06 16:06:42 UTC
introduction-to-web-development,1,266fb846-a6f7-42e7-b96a-5018bf06e599,1.1,1,1,2020-01-06 16:17:41 UTC,2020-01-06 16:18:08 UTC
introduction-to-web-development,1,d4ae049b-975c-4d3f-a77b-ceb0e8166329,1.1,1,1,2020-01-06 16:27:19 UTC,2020-01-07 02:37:34 UTC
introduction-to-web-development,1,a9c15865-9bfa-4ecb-ad9f-07e364d95728,1.1,1,1,2020-01-06 16:38:22 UTC,2020-01-06 16:59:05 UTC
introduction-to-web-development,1,382d49cd-bdd3-4f28-a18d-99650ba274aa,1.1,1,1,2020-01-06 16:41:43 UTC,2020-01-14 12:39:07 UTC
introduction-to-web-development,1,03085e0e-dce0-4d14-ba73-7e4c53af844e,1.1,1,1,2020-01-06 16:41:58 UTC,2020-01-06 16:46:55 UTC
introduction-to-web-development,1,15327f14-55ad-4f9c-8f3c-2cf8a9bdf824,1.1,1,1,2020-01-06 16:45:37 UTC,2020-01-06 16:50:50 UTC
introduction-to-web-development,1,55397aba-2a29-48ba-88eb-1f83a365f55d,1.1,1,1,2020-01-06 16:52:40 UTC,2020-01-06 16:58:00 UTC
introduction-to-web-development,1,8c5d8bc4-7a56-4b5d-97ee-7dce1d4bb7be,1.1,1,1,2020-01-06 17:04:31 UTC,2020-01-06 17:11:54 UTC
introduction-to-web-development,1,9d771a38-0636-4625-a736-8fb4592dff38,1.1,1,1,2020-01-06 17:26:51 UTC,2020-01-06 17:31:39 UTC
introduction-to-web-development,1,5be54251-8e9d-480b-a4e4-d18d96a5c70e,1.1,1,1,2020-01-06 17:31:44 UTC,2020-01-06 17:35:09 UTC
introduction-to-web-development,1,12c119be-cfec-4e95-93c6-a005fdc417fd,1.1,1,1,2020-01-06 17:41:29 UTC,2020-01-06 17:42:02 UTC
introduction-to-web-development,1,b63bf144-e96c-4f58-a105-3a8c008f42e5,1.1,1,1,2020-01-06 17:50:08 UTC,2020-01-15 20:12:35 UTC
introduction-to-web-development,1,fc9e11ad-fffa-45d3-a3ce-3c2b4f00355a,1.1,1,1,2020-01-06 17:54:03 UTC,2020-01-06 17:55:11 UTC
introduction-to-web-development,1,5ee1d5f9-d0ea-4218-9d6f-42c313b398fd,1.1,1,1,2020-01-06 17:58:31 UTC,2020-01-06 18:01:45 UTC
introduction-to-web-development,1,5e6e80a9-cbb9-42f8-9d49-a48a3502eb37,1.1,1,1,2020-01-06 18:03:37 UTC,
introduction-to-web-development,1,bcf0e55e-853f-4bdf-b8e5-921f3bbaf9e2,1.1,1,1,2020-01-06 18:10:47 UTC,2020-01-06 18:12:46 UTC
introduction-to-web-development,1,92189753-cd3f-4f44-ae1b-a372c6a89d85,1.1,1,1,2020-01-06 18:21:13 UTC,2020-01-06 18:23:01 UTC
introduction-to-web-development,1,6e3aee46-cfed-4c0e-b0dc-9d70f3423795,1.1,1,1,2020-01-06 18:23:25 UTC,
introduction-to-web-development,1,b78ccf19-eb29-4ee6-aee1-15ec62ee4dfb,1.1,1,1,2020-01-06 18:28:07 UTC,
introduction-to-web-development,1,dddd48bc-ec0c-46a9-be6f-36202b5d923f,1.1,1,1,2020-01-06 18:34:47 UTC,2020-01-16 13:28:30 UTC
introduction-to-web-development,1,67509ade-bb08-4950-a23f-5ac923925531,1.1,1,1,2020-01-06 18:38:17 UTC,2020-01-12 20:26:21 UTC
introduction-to-web-development,1,96b788f7-88db-4180-89af-90cd6f07a86e,1.1,1,1,2020-01-06 18:55:39 UTC,2020-01-06 20:16:47 UTC
introduction-to-web-development,1,f2a71f2e-3411-405d-8b1d-dce122feca3a,1.1,1,1,2020-01-06 18:58:59 UTC,2020-01-06 19:00:50 UTC
introduction-to-web-development,1,ac4a4bb3-daad-4130-9199-8893e1dcaeff,1.1,1,1,2020-01-06 19:02:52 UTC,
introduction-to-web-development,1,3cb6c514-4a44-4927-bdb0-c716cfe93a0d,1.1,1,1,2020-01-06 19:13:24 UTC,
introduction-to-web-development,1,7fab8c0e-da45-4fc5-9b73-d3ad48d4bf5b,1.1,1,1,2020-01-06 19:38:23 UTC,
introduction-to-web-development,1,0f7f6b83-1ba4-4bcc-a36f-ca25a29af3f2,1.1,1,1,2020-01-06 19:44:24 UTC,2020-01-06 19:46:32 UTC
introduction-to-web-development,1,1e652a11-9c8a-4cb2-b7a6-78727548c518,1.1,1,1,2020-01-06 19:59:17 UTC,2020-01-06 20:02:03 UTC
introduction-to-web-development,1,42e898bc-88d7-4cf0-9bcb-9bf9a063a8ef,1.1,1,1,2020-01-06 20:20:25 UTC,
introduction-to-web-development,1,d803b1a5-a09a-415a-93f8-c75f6b115142,1.1,1,1,2020-01-06 20:25:54 UTC,2020-01-06 21:59:12 UTC
introduction-to-web-development,1,e4d5bfd8-0dab-42df-a1e6-7e29740424ca,1.1,1,1,2020-01-06 20:26:26 UTC,2020-01-06 20:28:02 UTC
introduction-to-web-development,1,7e371e7f-a8c9-43c8-9040-ebc0be73907b,1.1,1,1,2020-01-06 20:26:32 UTC,2020-01-06 20:33:20 UTC
introduction-to-web-development,1,b585cb8d-a84c-4d06-8f70-20c923aa76ff,1.1,1,1,2020-01-06 20:33:53 UTC,2020-01-06 20:39:02 UTC
introduction-to-web-development,1,7571697e-dc91-401c-8f88-701bc41eca4c,1.1,1,1,2020-01-06 20:46:25 UTC,
introduction-to-web-development,1,7a982160-f350-4e03-a1e5-8921e73a8791,1.1,1,1,2020-01-06 20:59:50 UTC,2020-01-09 03:26:17 UTC
introduction-to-web-development,1,5ba6c9f1-5798-46e1-a128-08e106971323,1.1,1,1,2020-01-06 21:15:39 UTC,
introduction-to-web-development,1,67e03096-dec9-402a-bf44-5a16cf5269ea,1.1,1,1,2020-01-06 21:31:47 UTC,2020-01-06 21:32:20 UTC
introduction-to-web-development,1,a9afaa92-f257-4231-974b-82e372659627,1.1,1,1,2020-01-06 21:32:56 UTC,
introduction-to-web-development,1,75bbfe96-3de0-4dfe-99be-785ea9b9179e,1.1,1,1,2020-01-06 22:04:50 UTC,
introduction-to-web-development,1,f77976ea-83f9-4347-8d70-356b52224879,1.1,1,1,2020-01-06 22:16:47 UTC,2020-01-06 22:18:57 UTC
introduction-to-web-development,1,04546a22-7825-420f-ab7a-06bd8c5e7896,1.1,1,1,2020-01-06 22:49:15 UTC,2020-01-06 22:50:18 UTC
introduction-to-web-development,1,da7ab9c0-269c-47b0-ac97-d03beb21bee4,1.1,1,1,2020-01-06 22:57:25 UTC,
introduction-to-web-development,1,83c0e3c1-5654-4bc1-9143-05d0d2a2d23d,1.1,1,1,2020-01-06 23:00:46 UTC,
introduction-to-web-development,1,e093974d-02cc-4eeb-92db-f157286e4ab5,1.1,1,1,2020-01-06 23:04:20 UTC,
introduction-to-web-development,1,ec1c6d60-5a1e-4f69-813a-df40dd03b5c9,1.1,1,1,2020-01-07 00:07:25 UTC,2020-01-12 02:54:21 UTC
introduction-to-web-development,1,f522e342-537a-4283-9549-dd204fa48463,1.1,1,1,2020-01-07 00:36:41 UTC,2020-01-15 23:49:30 UTC
introduction-to-web-development,1,adc53719-f779-4b83-8881-faeddc5708cf,1.1,1,1,2020-01-07 00:44:39 UTC,2020-01-07 00:53:38 UTC
introduction-to-web-development,1,24625d84-2978-4665-930b-0912fad5a20c,1.1,1,1,2020-01-07 02:03:06 UTC,2020-01-07 02:05:35 UTC
introduction-to-web-development,1,f65f7375-6fc2-47e4-8334-044292bdb40f,1.1,1,1,2020-01-07 02:35:42 UTC,2020-01-07 02:37:42 UTC
introduction-to-web-development,1,1e480070-1742-43ec-84f9-08f803342bfc,1.1,1,1,2020-01-07 02:41:01 UTC,2020-01-07 02:41:26 UTC
introduction-to-web-development,1,c87b2ef6-a66e-4d8a-82a5-57821897fa32,1.1,1,1,2020-01-07 02:48:54 UTC,2020-01-07 02:51:06 UTC
introduction-to-web-development,1,823beaa6-76f2-4fdc-9230-7dc243bf4d4e,1.1,1,1,2020-01-07 03:03:43 UTC,2020-01-07 03:05:33 UTC
introduction-to-web-development,1,d83f119e-53d3-4755-b30d-79bbefbd4e44,1.1,1,1,2020-01-07 03:11:59 UTC,2020-01-07 03:12:22 UTC
introduction-to-web-development,1,2cd09040-95d4-4d9d-bfc7-2b31124b907f,1.1,1,1,2020-01-07 03:33:09 UTC,2020-01-07 03:35:52 UTC
introduction-to-web-development,1,bf1d0706-faa1-4bf5-b5f8-d8f1a28f56df,1.1,1,1,2020-01-07 04:36:43 UTC,
introduction-to-web-development,1,cb515d8e-ba22-4d3c-bd70-a0d9eaca7269,1.1,1,1,2020-01-07 05:16:10 UTC,2020-01-08 23:43:40 UTC
introduction-to-web-development,1,4d0f5221-3340-431f-acc9-7dcf50498171,1.1,1,1,2020-01-07 05:25:41 UTC,
introduction-to-web-development,1,49f64c90-d99c-4aea-a7d0-5ff217f011ac,1.1,1,1,2020-01-07 06:18:36 UTC,2020-01-07 06:22:36 UTC
introduction-to-web-development,1,a77d1b73-6955-4d98-a2a7-d0d1779118e0,1.1,1,1,2020-01-07 06:21:46 UTC,2020-01-07 06:24:50 UTC
introduction-to-web-development,1,f2ece91a-b946-41ad-8b04-3a5ac0125b2d,1.1,1,1,2020-01-07 06:44:04 UTC,2020-01-07 06:45:08 UTC
introduction-to-web-development,1,897236d4-0be5-4724-8b6d-a93f45e758c1,1.1,1,1,2020-01-07 07:02:56 UTC,
introduction-to-web-development,1,e433c325-5bea-46e8-beb3-56d9b11cefa1,1.1,1,1,2020-01-07 07:30:23 UTC,
introduction-to-web-development,1,2b31bfae-f488-466d-98a6-a5e6cad9f14b,1.1,1,1,2020-01-07 07:39:46 UTC,2020-01-07 07:41:39 UTC
introduction-to-web-development,1,0396d7d8-9d4b-42fc-80be-546cffb7ba58,1.1,1,1,2020-01-07 07:48:36 UTC,
introduction-to-web-development,1,6755e902-8a1f-4240-9763-52eae47a74a9,1.1,1,1,2020-01-07 08:08:23 UTC,
introduction-to-web-development,1,85ecc2f0-3934-436b-afd8-0cd65468f880,1.1,1,1,2020-01-07 08:35:10 UTC,
introduction-to-web-development,1,641ce736-c49d-4440-bc60-bfb8db1a09c3,1.1,1,1,2020-01-07 08:35:56 UTC,
introduction-to-web-development,1,d1e084e3-bf47-4da0-b520-66e01df2765f,1.1,1,1,2020-01-07 08:50:58 UTC,2020-01-07 08:53:47 UTC
introduction-to-web-development,1,6bc0713f-0b5f-469c-999b-5b0ab3d32c76,1.1,1,1,2020-01-07 08:56:24 UTC,
introduction-to-web-development,1,eded95be-79d4-4029-9530-cdbc735974d4,1.1,1,1,2020-01-07 09:09:54 UTC,
introduction-to-web-development,1,e230429a-5626-4e6b-a4c2-bcd2ca3ee4b0,1.1,1,1,2020-01-07 09:33:44 UTC,2020-01-07 09:35:56 UTC
introduction-to-web-development,1,60df7252-ecf0-4919-8219-e5bccb14d65f,1.1,1,1,2020-01-07 09:39:01 UTC,2020-01-07 09:42:05 UTC
introduction-to-web-development,1,eadc3ad1-2f04-4dd8-97c4-94311516fd67,1.1,1,1,2020-01-07 09:59:15 UTC,2020-01-07 09:59:34 UTC
